"Index","S&P","3-month,T-bill"
2008-12-31,0.00782156565205749,0.0011
2009-01-31,-0.0856573484638804,0.0024
2009-02-28,-0.109931224875285,0.0026
2009-03-31,0.0854045082915016,0.0021
2009-04-30,0.0939250755135548,0.0014
2009-05-31,0.0530814266564317,0.0014
2009-06-30,0.000195835237287056,0.0019
2009-07-31,0.0741417569507896,0.0018
2009-08-31,0.0335601733705999,0.0015
2009-09-30,0.0357233838255178,0.0014
2009-10-31,-0.0197619858478071,5e-04
2009-11-30,0.0573639969503663,6e-04
2009-12-31,0.0177705977382874,6e-04
2010-01-31,-0.0369742623979912,8e-04
2010-02-28,0.0285136934638273,0.0013
2010-03-31,0.0587963675542558,0.0016
2010-04-30,0.01475932719359,0.0016
2010-05-31,-0.0819759162038949,0.0016
2010-06-30,-0.0538823766993144,0.0018
2010-07-31,0.0687778327560613,0.0015
2010-08-31,-0.0474491648511256,0.0014
2010-09-30,0.0875511040378147,0.0016
2010-10-31,0.0368559411146161,0.0012
2010-11-30,-0.00229028277808774,0.0017
2010-12-31,0.0653000720003389,0.0012
2011-01-31,0.0226455901529847,0.0015
2011-02-28,0.0319565825894941,0.0015
2011-03-31,-0.00104730187911584,9e-04
2011-04-30,0.0284953576250349,4e-04
2011-05-31,-0.0135009276846018,6e-04
2011-06-30,-0.0182575081772227,3e-04
2011-07-31,-0.0214744366367823,0.001
2011-08-31,-0.0567910979044788,2e-04
2011-09-30,-0.071762012979022,2e-04
2011-10-31,0.107723038305846,1e-04
2011-11-30,-0.00505864517673338,1e-04
2011-12-31,0.0085327516520175,2e-04
